Code,Department,Expenditure Class,FY22 Actual,FY23 Adopted Budget,FY23 Current Target,FY24 Estimate,FY25 Estimate,FY26 Estimate,FY27 Estimate,FY28 Estimate
24,OFFICE OF HOMELESS SERVICES,class_300_400,317222,344127,344127,344127,344127,344127,344127,344127.0
24,OFFICE OF HOMELESS SERVICES,class_500,5175,32421,32421,32421,32421,32421,32421,32421.0
24,OFFICE OF HOMELESS SERVICES,class_700,0,0,0,0,0,0,0,0.0
24,OFFICE OF HOMELESS SERVICES,class_800,0,0,0,0,0,0,0,0.0
24,OFFICE OF HOMELESS SERVICES,class_900,0,0,0,0,0,0,0,0.0
24,OFFICE OF HOMELESS SERVICES,total,55280961,68946658,70436732,80556703,71214379,69446538,69479663,69513781.0
56,OFFICE OF HUMAN RESOURCES,class_100,5230335,6042760,6283261,6509982,6530282,6557982,6570982,6574982.0
56,OFFICE OF HUMAN RESOURCES,class_200,863161,1306067,2566067,6127871,2262871,2592871,2262871,2262871.0
56,OFFICE OF HUMAN RESOURCES,class_300_400,38118,69432,69432,72903,72903,72903,72903,72903.0
56,OFFICE OF HUMAN RESOURCES,class_500,0,0,0,0,0,0,0,0.0
56,OFFICE OF HUMAN RESOURCES,class_700,0,0,0,0,0,0,0,0.0
56,OFFICE OF HUMAN RESOURCES,class_800,0,0,0,0,0,0,0,0.0
56,OFFICE OF HUMAN RESOURCES,class_900,0,0,0,0,0,0,0,0.0
56,OFFICE OF HUMAN RESOURCES,total,6131614,7418259,8918760,12710756,8866056,9223756,8906756,8910756.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_100,24553231,31377472,30625413,31866139,32055120,32055120,32055120,32055120.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_200,45103824,57268720,58323720,60080243,61363678,61841319,62395232,63065518.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_300_400,12896955,2986610,3581610,4469423,9779123,9788528,9825534,9875380.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_500,12416,0,0,0,0,0,0,0.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_700,0,0,0,0,0,0,0,0.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_800,0,0,0,0,0,0,0,0.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),class_900,0,0,0,0,0,0,0,0.0
04,OFFICE OF INNOVATION AND TECHNOLOGY (Base),total,82566426,91632802,92530743,96415805,103197921,103684967,104275886,104996018.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_100,1186642,1416547,1416547,1608732,1608732,1608732,1608732,1608732.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_200,13211938,20150466,20150466,22182390,18046883,17446883,16637321,16637321.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_300_400,2593483,8064399,8064399,8064399,8064399,8064399,8064399,8064399.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_500,0,0,0,0,0,0,0,0.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_700,0,0,0,0,0,0,0,0.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_800,0,0,0,0,0,0,0,0.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),class_900,0,0,0,0,0,0,0,0.0
04-911,OFFICE OF INNOVATION AND TECHNOLOGY - 911  (Div 14),total,16992063,29631412,29631412,31855521,27720014,27120014,26310452,26310452.0
48,OFFICE OF THE INSPECTOR GENERAL,class_100,1414649,2192863,2204194,2238188,2238188,2238188,2238188,2238188.0
48,OFFICE OF THE INSPECTOR GENERAL,class_200,96909,97975,97975,99695,99695,99695,99695,99695.0
48,OFFICE OF THE INSPECTOR GENERAL,class_300_400,3498,5225,5225,8665,8665,8665,8665,8665.0
48,OFFICE OF THE INSPECTOR GENERAL,class_500,0,0,0,0,0,0,0,0.0
48,OFFICE OF THE INSPECTOR GENERAL,class_700,0,0,0,0,0,0,0,0.0
48,OFFICE OF THE INSPECTOR GENERAL,class_800,0,0,0,0,0,0,0,0.0
48,OFFICE OF THE INSPECTOR GENERAL,class_900,0,0,0,0,0,0,0,0.0
48,OFFICE OF THE INSPECTOR GENERAL,total,1515056,2296063,2307394,2346548,2346548,2346548,2346548,2346548.0
59,OFFICE OF PROPERTY ASSESSMENT,class_100,13638652,15569756,15578357,16021562,16021562,16021562,16021562,16021562.0
59,OFFICE OF PROPERTY ASSESSMENT,class_200,1238456,1926020,1926020,1926020,1926020,1926020,1926020,1926020.0
59,OFFICE OF PROPERTY ASSESSMENT,class_300_400,75938,362600,362600,362600,362600,362600,362600,362600.0
59,OFFICE OF PROPERTY ASSESSMENT,class_500,0,0,0,0,0,0,0,0.0
59,OFFICE OF PROPERTY ASSESSMENT,class_700,0,0,0,0,0,0,0,0.0
59,OFFICE OF PROPERTY ASSESSMENT,class_800,0,0,0,0,0,0,0,0.0
59,OFFICE OF PROPERTY ASSESSMENT,class_900,0,0,0,0,0,0,0,0.0
59,OFFICE OF PROPERTY ASSESSMENT,total,14953046,17858376,17866977,18310182,18310182,18310182,18310182,18310182.0
49,OFFICE OF SUSTAINABILITY,class_100,842041,971635,1149701,1511901,1269401,1269401,1269401,1269401.0
49,OFFICE OF SUSTAINABILITY,class_200,531464,516366,848366,1286984,786984,736984,736984,736984.0
49,OFFICE OF SUSTAINABILITY,class_300_400,557,1000,1000,1000,1000,1000,1000,1000.0
49,OFFICE OF SUSTAINABILITY,class_500,0,0,0,0,0,0,0,0.0
49,OFFICE OF SUSTAINABILITY,class_700,0,0,0,0,0,0,0,0.0
49,OFFICE OF SUSTAINABILITY,class_800,175000,175000,175000,175000,175000,175000,175000,175000.0
49,OFFICE OF SUSTAINABILITY,class_900,0,0,0,0,0,0,0,0.0
49,OFFICE OF SUSTAINABILITY,total,1549062,1664001,2174067,2974885,2232385,2182385,2182385,2182385.0
16,PARKS AND RECREATION,class_100,51586651,61031936,59175651,65706117,65994019,66030725,66030725,66030725.0
16,PARKS AND RECREATION,class_200,6041127,7674442,8350442,8673442,8248442,8273442,8273442,8273442.0
16,PARKS AND RECREATION,class_300_400,2701834,2930025,4307025,3538538,3515038,3515038,3515038,3515038.0
16,PARKS AND RECREATION,class_500,5719817,1500000,3350000,1500000,1500000,1500000,1500000,1500000.0
16,PARKS AND RECREATION,class_700,0,0,0,0,0,0,0,0.0
16,PARKS AND RECREATION,class_800,0,0,0,0,0,0,0,0.0
16,PARKS AND RECREATION,class_900,0,0,0,0,0,0,0,0.0
16,PARKS AND RECREATION,total,66049429,73136403,75183118,79418097,79257499,79319205,79319205,79319205.0
72,PLANNING & DEVELOPMENT,class_100,4756995,5783913,5779386,7031654,7031654,7031654,7031654,7031654.0
72,PLANNING & DEVELOPMENT,class_200,5570465,21339463,21848463,21756463,4006463,4006463,4006463,4006463.0
72,PLANNING & DEVELOPMENT,class_300_400,73540,89761,144761,116305,116305,116305,116305,116305.0
72,PLANNING & DEVELOPMENT,class_500,3000720,3000000,4500000,6500000,3000000,3000000,3000000,3000000.0
72,PLANNING & DEVELOPMENT,class_700,0,0,0,0,0,0,0,0.0
72,PLANNING & DEVELOPMENT,class_800,0,0,0,0,0,0,0,0.0
72,PLANNING & DEVELOPMENT,class_900,0,0,0,0,0,0,0,0.0
72,PLANNING & DEVELOPMENT,total,13401720,30213137,32272610,35404422,14154422,14154422,14154422,14154422.0
11,POLICE,class_100,727678591,753577996,764495947,800086615,792225043,792492958,792670835,792861163.0
11,POLICE,class_200,9597029,12917116,13147116,16369164,17603352,17603352,17603352,17603352.0
11,POLICE,class_300_400,15008542,16549152,17345952,16875982,16125982,16125982,16125982,16125982.0
11,POLICE,class_500,22663828,0,0,0,0,0,0,0.0
11,POLICE,class_700,0,0,0,0,0,0,0,0.0
11,POLICE,class_800,0,5000000,5000000,22500000,22500000,0,0,0.0
11,POLICE,class_900,0,0,0,0,0,0,0,0.0
11,POLICE,total,774947990,788044264,799989015,855831761,848454377,826222292,826400169,826590497.0
23,PRISONS,class_100,118473913,135537939,158889026,172050282,172652248,173305558,174005797,174748928.0
23,PRISONS,class_200,97900257,104696211,113696211,111916569,112666952,108881654,108881654,108881654.0
23,PRISONS,class_300_400,5143403,4674595,5101795,7105822,6373447,4991255,4991255,4991255.0
23,PRISONS,class_500,2651971,1201757,1201757,1701757,1701757,1701757,1701757,1701757.0
23,PRISONS,class_700,0,0,0,0,0,0,0,0.0
23,PRISONS,class_800,0,0,0,0,0,0,0,0.0
23,PRISONS,class_900,0,0,0,0,0,0,0,0.0
23,PRISONS,total,224169544,246110502,278888789,292774430,293394404,288880224,289580463,290323594.0
38,PROCUREMENT,class_100,2665060,3404302,3411587,3612226,3612226,3612226,3612226,3612226.0
38,PROCUREMENT,class_200,2312609,3431115,4406115,3576628,3576628,3576628,3576628,3576628.0
38,PROCUREMENT,class_300_400,5389,39359,39359,46868,46868,46868,46868,46868.0
38,PROCUREMENT,class_500,20000,0,0,0,0,0,0,0.0
38,PROCUREMENT,class_700,0,0,0,0,0,0,0,0.0
38,PROCUREMENT,class_800,0,0,0,0,0,0,0,0.0
38,PROCUREMENT,class_900,0,0,0,0,0,0,0,0.0
38,PROCUREMENT,total,5003058,6874776,7857061,7235722,7235722,7235722,7235722,7235722.0
14,PUBLIC HEALTH,class_100,60210880,62755979,62781033,69046910,69175597,79771683,80158433,80158433.0
14,PUBLIC HEALTH,class_200,86906007,90784022,86534022,70157457,66340859,64341512,63783584,63783584.0
14,PUBLIC HEALTH,class_300_400,5868740,6746403,6346403,8608549,8112114,8167393,8224443,8224443.0
14,PUBLIC HEALTH,class_500,24577,0,0,0,0,0,0,0.0
14,PUBLIC HEALTH,class_700,0,0,0,0,0,0,0,0.0
14,PUBLIC HEALTH,class_800,923404,923404,923404,923404,923404,923404,923404,923404.0
14,PUBLIC HEALTH,class_900,0,0,0,0,0,0,0,0.0
14,PUBLIC HEALTH,total,153933608,161209808,156584862,148736320,144551974,153203992,153089864,153089864.0
20,PUBLIC PROPERTY,class_100,10124679,12050817,12064207,12395405,12399903,12406597,12406597,12406597.0
20,PUBLIC PROPERTY,class_200,38061186,37608915,42966523,48484992,48830753,49134372,49215350,49298757.0
20,PUBLIC PROPERTY,class_300_400,1324367,1338535,1338535,1405461,1405461,1405461,1405461,1405461.0
20,PUBLIC PROPERTY,class_500,632161,0,0,0,0,0,0,0.0
20,PUBLIC PROPERTY,class_700,0,0,0,0,0,0,0,0.0
20,PUBLIC PROPERTY,class_800,25262470,27184004,27184004,33373310,35998829,38472291,40148291,41175149.0
20,PUBLIC PROPERTY,class_900,0,0,0,0,0,0,0,0.0
20,PUBLIC PROPERTY,total,75404863,78182271,83553269,95659168,98634946,101418721,103175699,104285964.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_100,0,0,0,0,0,0,0,0.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_200,91214000,100699000,100699000,109567000,113889000,118842000,123979000,129051000.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_300_400,0,0,0,0,0,0,0,0.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_500,0,0,0,0,0,0,0,0.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_700,0,0,0,0,0,0,0,0.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_800,0,0,0,0,0,0,0,0.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,class_900,0,0,0,0,0,0,0,0.0
20SS,PUBLIC PROPERTY - SEPTA SUBSIDY,total,91214000,100699000,100699000,109567000,113889000,118842000,123979000,129051000.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_100,0,0,0,0,0,0,0,0.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_200,27430707,33293144,34123144,37448243,38653527,40085446,41665393,43004728.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_300_400,0,0,0,0,0,0,0,0.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_500,0,0,0,0,0,0,0,0.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_700,0,0,0,0,0,0,0,0.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_800,0,0,0,0,0,0,0,0.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,class_900,0,0,0,0,0,0,0,0.0
20SR,PUBLIC PROPERTY - SPACE RENTALS,total,27430707,33293144,34123144,37448243,38653527,40085446,41665393,43004728.0
20U,PUBLIC PROPERTY - UTILITIES,class_100,0,0,0,0,0,0,0,0.0
20U,PUBLIC PROPERTY - UTILITIES,class_200,24767455,32986853,32986853,31162103,28685099,28004736,28952261,29931469.25646185
20U,PUBLIC PROPERTY - UTILITIES,class_300_400,0,0,0,0,0,0,0,0.0
20U,PUBLIC PROPERTY - UTILITIES,class_500,0,0,0,0,0,0,0,0.0
20U,PUBLIC PROPERTY - UTILITIES,class_700,0,0,0,0,0,0,0,0.0
20U,PUBLIC PROPERTY - UTILITIES,class_800,0,0,0,0,0,0,0,0.0
20U,PUBLIC PROPERTY - UTILITIES,class_900,0,0,0,0,0,0,0,0.0
20U,PUBLIC PROPERTY - UTILITIES,total,24767455,32986853,32986853,31162103,28685099,28004736,28952261,29931469.25646185
31,RECORDS,class_100,3202359,3374335,3376994,3616541,3623071,3632384,3639261,3646143.0
31,RECORDS,class_200,718037,758985,758985,804122,704122,704122,704122,704122.0
31,RECORDS,class_300_400,136102,143758,143758,143758,143758,143758,143758,143758.0
31,RECORDS,class_500,0,0,0,0,0,0,0,0.0
31,RECORDS,class_700,0,0,0,0,0,0,0,0.0
31,RECORDS,class_800,0,0,0,0,0,0,0,0.0
31,RECORDS,class_900,0,0,0,0,0,0,0,0.0
31,RECORDS,total,4056498,4277078,4279737,4564421,4470951,4480264,4487141,4494023.0
68,REGISTER OF WILLS,class_100,4221694,4309771,4327557,4450243,4450243,4450243,4450243,4450243.0
68,REGISTER OF WILLS,class_200,181769,406959,406959,421959,421959,421959,421959,421959.0
68,REGISTER OF WILLS,class_300_400,115666,140236,140236,152596,152596,152596,152596,152596.0
68,REGISTER OF WILLS,class_500,0,0,0,0,0,0,0,0.0
68,REGISTER OF WILLS,class_700,0,0,0,0,0,0,0,0.0
68,REGISTER OF WILLS,class_800,0,0,0,0,0,0,0,0.0
68,REGISTER OF WILLS,class_900,0,0,0,0,0,0,0,0.0
68,REGISTER OF WILLS,total,4519129,4856966,4874752,5024798,5024798,5024798,5024798,5024798.0
36,REVENUE,class_100,20432060,21927194,21951596,22626664,22626664,22626664,22626664,22626664.0
36,REVENUE,class_200,1536515,5106407,4875231,5158798,4721686,4764649,4764649,4764649.0
36,REVENUE,class_300_400,702300,774976,1006152,1069045,1069045,1069045,1069045,1069045.0
36,REVENUE,class_500,6489,0,0,0,0,0,0,0.0
36,REVENUE,class_700,0,0,0,0,0,0,0,0.0
36,REVENUE,class_800,0,0,0,0,0,0,0,0.0
36,REVENUE,class_900,0,0,0,0,0,0,0,0.0
36,REVENUE,total,22677364,27808577,27832979,28854507,28417395,28460358,28460358,28460358.0
70,SHERIFF,class_100,26834747,28345027,28365689,30232235,30232235,30232235,30232235,30232235.0
70,SHERIFF,class_200,811855,1305267,1305267,1347080,1347080,1347080,1347080,1347080.0
70,SHERIFF,class_300_400,769426,1203507,1203507,1287133,1287133,1287133,1287133,1287133.0
70,SHERIFF,class_500,481125,0,0,0,0,0,0,0.0
70,SHERIFF,class_700,0,0,0,0,0,0,0,0.0
70,SHERIFF,class_800,0,0,0,0,0,0,0,0.0
70,SHERIFF,class_900,0,0,0,0,0,0,0,0.0
70,SHERIFF,total,28897153,30853801,30874463,32866448,32866448,32866448,32866448,32866448.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_100,0,0,0,0,0,0,0,0.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_200,95750035,115087498,115087498,122585099,125629114,130762828,133849949,135169878.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_300_400,0,0,0,0,0,0,0,0.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_500,0,0,0,0,0,0,0,0.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_700,188717560,193710223,193710223,201632422,232838496,250353379,263423094,284208730.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_800,0,0,0,0,0,0,0,0.0
37,SINKING FUND COMMISSION (DEBT SERVICE),class_900,0,0,0,0,0,0,0,0.0
37,SINKING FUND COMMISSION (DEBT SERVICE),total,284467595,308797721,308797721,324217521,358467610,381116207,397273043,419378608.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_100,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_200,55022737,55389886,55389886,55178274,59383802,61739279,64208426,66720118.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_300_400,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_500,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_700,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_800,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),class_900,0,0,0,0,0,0,0,0.0
12,STREETS - Disposal  (Class 0205 in Divisions 01 and 02),total,55022737,55389886,55389886,55178274,59383802,61739279,64208426,66720118.0
12,STREETS (Excl. Disposal),class_100,99660073,122676329,122494102,90005569,92707335,92707335,92707335,92707335.0
12,STREETS (Excl. Disposal),class_200,5399229,17725345,15320345,5461616,861616,861616,861616,861616.0
12,STREETS (Excl. Disposal),class_300_400,14129313,21994981,23399981,12439954,3050954,3044632,3044632,3044632.0
12,STREETS (Excl. Disposal),class_500,15527943,53171,53171,53171,53171,53171,53171,53171.0
12,STREETS (Excl. Disposal),class_700,0,0,0,0,0,0,0,0.0
12,STREETS (Excl. Disposal),class_800,0,0,0,0,0,0,0,0.0
12,STREETS (Excl. Disposal),class_900,0,0,0,0,0,0,0,0.0
12,STREETS (Excl. Disposal),total,134716558,162449826,161267599,107960310,96673076,96666754,96666754,96666754.0
